,ifsc_code,bank_id,bank_name,branch,addres,city,district,state
53441,INDB0000535,33,INDUSIND BANK,KALOD KARTAL,"GROUND FLOOR, PLOT NO 87, ANURADHA NAGAR,  VILLAGE: KALOD KARTAL,KHANDWA ROAD,  BYPASS CHOURAHA, DIST: INDORE, MADHYA PRADESH PIN CODE-452 020",INDORE,INDORE,MADHYA PRADESH
53442,INDB0000536,33,INDUSIND BANK,BHESLAY,"GROUND FLOOR, RAU RITHPUR MAIN ROAD,VILLAGE BHAINSLAY, TEHSIL: MHOW, DIST: INDORE, MADHYA PRADESH, PIN CODE- 453 332",MHOW,INDORE,MADHYA PRADESH
53443,INDB0000537,33,INDUSIND BANK,DEONAGAR,"GROUND FLOOR, H NO.172, PH NO 48, VILLAGE: DEONAGAR, POST: HIRIDAYNAGAR, BLOCK:SIHORA, DIST:: JABALPUR, MADHYA PRADESH, PINCODE:  483 222",SIHORA,JABALPUR,MADHYA PRADESH
53444,INDB0000538,33,INDUSIND BANK,DHOLANKHAPA,GR FLR 92 BN NO 175 PH NO 03 KHASRA NO 163 VILL DHOLANKAPPA BLOCK PANDURNA DIST CHHINDWARA MP 480334,PANDHURNA,CHHINDWARA,MADHYA PRADESH
53445,INDB0000539,33,INDUSIND BANK,BOKHARA,"GROUND FLOOR, SHOP NO 11, MORYA-1, GANESH NAGARI, PLOT NO R-197, KORADI ROAD, VILLAGE: BHOKARA, THE & DIST NAGPUR, MAHARASHTRA",NAGPUR,NAGPUR,MAHARASHTRA
53446,INDB0000540,33,INDUSIND BANK,UDYOG VIHAR  GURGAON,"┬ô┬ôVANIJYA KUNJ┬Æ, UNIT NO 1,2,15 & 16 ENKAY TOWER, UDYOG VIHAR, PHASE-V, GURGAON- 122 016, HARYANA",GURGAON,GURGAON,HARYANA
53447,INDB0000541,33,INDUSIND BANK,HARDUAGANJ,"GROUND + BASEMENT FLOOR,  KHASRA NO 184,VILLAGE BAIRAMGARHI MAJRA, RAMGHAT ROAD,HARDUAGANJ-202125, KOAL,DIST: ALIGARH, U.P.",HARDUAGANJ,ALIGARH,UTTAR PRADESH
53448,INDB0000543,33,INDUSIND BANK,ALAMBAGH,"GROUND FLOOR,PLOT NO. 5(PART) & 7,  RAMNAGAR BILAWAN, KANPUR ROAD,  ALAMBAGH, LUCKNOW- 226005, UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH
53449,INDB0000544,33,INDUSIND BANK,INDRAPRASTHA EXTENSION (IP EXTN)  NEW DELHI,"GROUND & 1ST FLOOR, ┬ô RG SQUARE MALL┬ö,  UNIT NO G-11,12&28 AND F-110 &111, PLOT NO 2,  LSC AT MANDAWALI FAZALPUR,  INDRAPRASTHA EXTENSION( IP EXTN), PATPARGANJ,  NEW DELHI- 110 092",DELHI,DELHI,DELHI
53450,INDB0000545,33,INDUSIND BANK,JARIPATKA  NAGPUR,"INDUSIND BANK LTD. GROUND & FIRST FLOOR, PLOT NO 310-B, SHOP NO G-002/A&B, F-101/A & B,F-102 A, ┬ô DEVIKA DEEP COMPLEX┬ö, NEAR CHOUDHARY CHOWK, JARIPATKA, NAGPUR- 440 014, MAHARASHTRA",NAGPUR,NAGPUR,MAHARASHTRA
53451,INDB0000546,33,INDUSIND BANK,ALPHA ┬û GREATER NOIDA,"GROUND FLOOR, PLOT NO B-2, ALPHA-1, COMMERCIAL BELT, GREATER NOIDA, UTTAR PRADESH-201 306",NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
53452,INDB0000547,33,INDUSIND BANK,DHANTOLI  NAGPUR-,"GROUND FLOOR, SHOP NO 3,4,5 & 11,12,13, ┬ô SHREE GANESH CHAMBERS┬ö, NEAR PANCHSHEEL SQUARE, DHANTOLI, NAGPUR- 440 012, MAHARASHTRA",NAGPUR,NAGPUR,MAHARASHTRA
53453,INDB0000548,33,INDUSIND BANK,SECTOR 10 A  GURGAON,"GROUND + 1ST FLOORS, SCO-3, SECTOR-10A,  GURGAON- 122 001, HARYANA",GURGAON,GURGAON,HARYANA
53454,INDB0000549,33,INDUSIND BANK,BADSHAHPUR  GURGAON,"GROUND FLOOR (RIGHT SIDE),┬öMD TOWER┬ö,  KHATOUNI NO 468,  SOHNA ROAD, BADSHAHPUR,  GURGAON-122001, HARYANA",GURGAON,GURGAON,HARYANA
53455,INDB0000550,33,INDUSIND BANK,ALIGANJ  LUCKNOW,"GROUND FLOOR, B-64, SECTOR-B,  MAIN KAPURTHALA ROAD, ALIGANJ,  LUCKNOW- 226 020, UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH
53456,INDB0000551,33,INDUSIND BANK,SUBHANPURA  VADODARA,"GROUND & 1ST FLOOR, #A-46,NUTAN MAHESHWAR NAGAR SOCIETY, NEAR HIGH TENSION ROAD, SUBHANPURA,VADODARA- 390 023, GUJARAT",VADODARA,VADODARA,GUJARAT
53457,INDB0000552,33,INDUSIND BANK,KHAZANCHI ROAD- PATNA,"GROUND FLOOR, ┬ô PARAS BHAWAN┬ö, KHAZANCHI ROAD, WARD NO 9, PO: BANKIPUR,PATNA- 800 004, BIHAR",PATNA,PATNA,BIHAR
53458,INDB0000553,33,INDUSIND BANK,SECTOR 66 GURGAON,GROUND FLOOR UNIVERSAL BUSINESS PARK SECTOR 66 GOLF COURSE EXTENSION ROAD GURGAON 122101 HARYANA,GURGAON,GURGAON,HARYANA
53459,INDB0000554,33,INDUSIND BANK,ABHANPUR,"GROUND FLOOR, KHASRA NO.779/1, PATWARI HAL NO.131, MOUZA URL, NEAR BUS STAND, BANK STREET, ABHANPUR- 493 661, DIST: RAIPUR, CHHATISGARH",ABHANPUR,RAIPUR,CHANDIGARH
53460,INDB0000555,33,INDUSIND BANK,ANISHABAD-PATNA,"GROUND FLOOR, ┬ô RADHIKA COMPLEX┬ö,  BALLAMBI CHOWK MORE, KHAGUL ROAD,  ANISHABAD, PATNA- 800 002, BIHAR",PATNA,PATNA,BIHAR
53461,INDB0000556,33,INDUSIND BANK,SECTOR 57  GURGAON,"GROUND FLOOR( SHOP NO G-5) & UPPER GROUND FLOOR( SHOP NO UG-5), BESTECH CENTRAL SQUARE, BLOCK-G, SECTOR-57, SUSHANT LOK-II, GURGAON- 122 002, HARYANA",GURGAON,GURGAON,HARYANA
53462,INDB0000557,33,INDUSIND BANK,BHAISAMAU,"KHASRA NO.294/0.954,R. R. INSTITUTE OF MODERN TECHNOLOGY, VILLAGE BHAISAMAU, PERGANA MAHONA,  TEHSIL BAKSHI KA TALAB,  DISTRICT LUCKNOW - 227202, UTTAR PRADESH",BAKSHI-KA-TALAB,LUCKNOW,UTTAR PRADESH
53463,INDB0000558,33,INDUSIND BANK,SIBSAGAR,"1ST FLOOR, ┬ô KRISHNA BHAWAN┬ö, TEMPLE ROAD, WARD NO XII, SIBSAGAR- 785640, ASSAM",SIBSAGAR,SIBSAGAR,ASSAM
53464,INDB0000559,33,INDUSIND BANK,DWARKA  NEW DELHI,"GROUND  & 1ST FLOORS, ANTRIKSH PLAZA, PLOT NO2, SECTOR-10, MLU, DWARKA, NEW DELHI- 110 075",DELHI,DELHI,DELHI
53465,INDB0000560,33,INDUSIND BANK,BYRAMJI TOWN,"GROUND FLOOR, PLOT NO 5, HOUSE NO 13/A, OPP. ACHRAJ TOWER NO II, CHINDWARA ROAD, CHHAONI, BYRAMJI TOWN, NAGPUR- 440 013, MAHARASHTRA",NAGPUR,NAGPUR,MAHARASHTRA
53466,INDB0000561,33,INDUSIND BANK,WARDHA ROAD  NAGPUR,"┬ô NAV BHARAT BHAWAN┬ö, PLOT NO 3,  CHHATRAPATI SQUARE, SNEH NAGAR, WARDHA ROAD, NAGPUR- 440 015, MAHARASHTRA",NAGPUR,NAGPUR,MAHARASHTRA
53467,INDB0000562,33,INDUSIND BANK,VAISHALI NAGAR  JAIPUR,"PLOT NO. C-212 & 213, ┬ô SOLITAIRE BUILDING┬ö, GAUTAM MARG,  VAISHALI NAGAR, HANUMAN NAGAR, JAIPUR- 302 020, RAJASTHAN",JAIPUR,JAIPUR,RAJASTHAN
53468,INDB0000563,33,INDUSIND BANK,INDIRANAGAR  LUCKNOW,"GROUND FLOOR ┬ûPLOT NO 628/10A,  KHASRA NO 594/3, FAIZABAD ROAD,  INDIRANAGAR, LUCKNOW- 226016, UTTAR PRADESH",LUCKNOW,LUCKNOW,UTTAR PRADESH
53469,INDB0000564,33,INDUSIND BANK,CHANGANACHERRY,"GROUND FLOOR ┬ûCHAKKITTAMURIYIL BUILDING, NEAR PAREL CHURCH, VAZHAOOR ROAD, CHANGANACHERRY- 686 101, KOTTAYAM DIST, KERALA",CHANGANASSERY,KOTTAYAM,KERALA
53470,INDB0000565,33,INDUSIND BANK,NOIDA SECTOR 48,"C 232 A BY 1,MAIN DADRI ROAD,SECTOR 48,NOIDA 201 304,GAUTAM BUDH NAGAR DIST,UTTAR PRADESH",NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
53471,INDB0000566,33,INDUSIND BANK,MUZAFFARPUR,"GROUND FIRST FLOOR,KHARA NO 87 NEW,JAWAHARLAL ROAD,MUZZAFARPUR 842 001,BIHAR",MUZAFFARPUR,MUZAFFARPUR,BIHAR
53472,INDB0000567,33,INDUSIND BANK,EAST MOGAPPAIR CHENNAI,"G 3,BLOCK 1,AMM TOWERS,NO 50,THIRUVALLUR MAIN RD,EAST MOGAPPAIR,CHENNAI 600 037,TN",CHENNAI,CHENNAI,TAMIL NADU
53473,INDB0000568,33,INDUSIND BANK,CHOWK  LUCKNOW,"GROUND FLOOR,  LIC BUILDING,  KHUN KHUN JI ROAD, CHOWK,  LUCKNOW- 226 003, U.P",LUCKNOW,LUCKNOW,UTTAR PRADESH
53474,INDB0000569,33,INDUSIND BANK,KUKATPALLY HYDERABAD,"BHAGYANAGAR COMPLEX,H.NO 12 6 11 BY 4,SY.NO.581,MAIN ROAD,KUKATPALLY,HYDERABAD 500 072,AP",HYDERABAD,HYDERABAD,ANDHRA PRADESH
53475,INDB0000570,33,INDUSIND BANK,TARNAKA,"GROUND FLOOR, ┬ôAMITY VILLE┬ö, H. NO 12-13-1273, TARNAKA, SECUNDERABAD- 500 017, ANDHRA PRADESH",TARNAKA,HYDERABAD,ANDHRA PRADESH
53476,INDB0000571,33,INDUSIND BANK,KALIMPONG,"PLOT NO.5085,DAMBER CHOWK,OPP.D.P.UPASAK,KALIMPONG 734 301,DARJEELING DIST,WEST BENGAL",KALIMPONG,DARJILING,WEST BENGAL
53477,INDB0000572,33,INDUSIND BANK,KARELIBAUG  VADODARA,"GROUND & 1ST  FLOOR, ┬ô HALDAR TOWER┬ö, # A/2,PLOT NO 59,JYOTI PARK CHS LTD, OPP. AMRAPALI COMPLEX, WATER TANK ROAD, KARELIBAUG, VADODARA- 390 018, GUJARAT",VADODARA,VADODARA,GUJARAT
53478,INDB0000573,33,INDUSIND BANK,VARACHHA ROAD SURAT,"GROUND FLOOR,G 4,MANGALDEEP COMPLEX,HIRABAGH CIRCLE,VARACHHA ROAD,KAPODADARA,SURAT 395 006,GUJARAT",SURAT,SURAT,GUJARAT
53479,INDB0000574,33,INDUSIND BANK,MALIBU TOWN GURGAON,GROUND FLOOR SHOP NO 3 11 GOOD EARTH CITY CENTRE SOUTH CITY MALIBU TOWN GURGAON 122 002 HARYANA,GURGAON,GURGAON,HARYANA
53480,INDB0000575,33,INDUSIND BANK,SAHAKARANAGAR BANGALORE,"NO.61,G BLOCK,SAHAKARANAGAR MAIN ROAD,SAHAKARANAGAR,BANGALORE 560 092,KARNATAKA",BANGALORE,BANGALORE URBAN,KARNATAKA
53481,INDB0000576,33,INDUSIND BANK,UDYAVARA,LAXMI COMPLEX D NO 3 2 1 2 3 6 SY NO 314 MAIN ROAD UDYAVARA UDUPI DISTRICT 574118 KARNATAKA,UDYAVARA,UDIPI,KARNATAKA
53482,INDB0000577,33,INDUSIND BANK,GOVIND NAGAR KANPUR,"GROUND FLOOR 124 BY 248,BLOCK C,CHAWLA MARKET ROAD,GOVIND NAGAR,KANPUR 208 006,UTTAR PRADESH",KANPUR,KANPUR CITY,UTTAR PRADESH
53483,INDB0000578,33,INDUSIND BANK,AJITPUR,GR FLR KASRA NO 619 CHOURAHA AJITPUR SHABAD ROAD AJITPUR RAMPUR DIST 244 901 UTTAR PRADESH,AJEETPUR,RAMPUR,UTTAR PRADESH
53485,INDB0000579,33,INDUSIND BANK,HARNYA KHEDI,"BULBUL DREAM PALACE,RASALPURA COLONY,VILLAGE HARNYA KHEDI,TEHSIL MHOW,INDORE 453446,MP",MHOW,INDORE,MADHYA PRADESH
53486,INDB0000580,33,INDUSIND BANK,TIRUPUR,"KMA BUILDING,1&32(A) ESWARN KOIL NORTH STREET, TIRUPUR 641 604",TIRUPUR,COIMBATORE,TAMIL NADU
53487,INDB0000581,33,INDUSIND BANK,VISAKHAPATNAM,"CDR HOSPITAL,  A. S. RAJA COMPLEX 'WALTAIR MAIN ROAD, VISAKHAPATNAM 530 002",VISAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH
53488,INDB0000582,33,INDUSIND BANK,BHAYANDAR,"SHREE M.B.TRADE CENTER,NEAR RAILWAY PHATAK,BHAYANDER EAST,THANE 401105,MAHARASHTRA",MIRA BHAYANDAR,THANE,MAHARASHTRA
53489,INDB0000718,33,INDUSIND BANK,BARGARH,GRD FLR AAKASH MOTOR COMPLEX NH 6 BHATAIL CHOWK BARGARH 768028 ODISHA,BARGARH,BARGARH,ODISHA
53490,INDB0000583,33,INDUSIND BANK,SOLAPUR,GROUND FLOOR ORCHID COMPLEX 70 RAILWAY LINES OPP MAYOR S BUNGALOW SOLAPUR 413 001 MAHARASHTRA,SOLAPUR,SOLAPUR,MAHARASHTRA
53491,INDB0000584,33,INDUSIND BANK,AMRAVATI,"GROUND FLOOR,MCH NO 280 BY 2,PLOT NO.3 BY 1,IRWIN SQUARE,MORSHI ROAD,AMRAVATI 444 601 MAHARASHTRA",AMRAVATI,AMRAVATI,MAHARASHTRA
53492,INDB0000585,33,INDUSIND BANK,SATARA,GR FLR SR NO 283 1 1 PLOT NO 29 AND 3 AT KARANJE TARF SATARA 415001 SATARA DIST MAHARASHTRA,SATARA,SATARA,MAHARASHTRA
53493,INDB0000586,33,INDUSIND BANK,BANGA,"SWAMI ROOPCHAND JAIN MODEL HIGH SCHOOL, GARSHANKAR ROAD, BANGA ┬û 144 505DIST. NAVA SAHER'",BANGA,NAWANSHAHR,PUNJAB
53494,INDB0000587,33,INDUSIND BANK,SALT LAKE   SECTOR-V  KOLKATA,"GROUND FLOOR (FRONT SIDE),  ┬ôMERLIN INFINITY┬ö, DN-51, SALT LAKE,  SECTOR-V, KOLKATA- 700 064, WEST BENGAL",KOLKATTA,KOLKATA,WEST BENGAL
53495,INDB0000588,33,INDUSIND BANK,NOIDA SECTOR 62,SHOP NO 22 23 AND SHOP NO 21 22 1ST FLR STELLAR IT PARK TOWER 2 SECTOR 62 NOIDA 201301 UP,NOIDA,GAUTAM BUDDHA NAGAR,UTTAR PRADESH
53496,INDB0000589,33,INDUSIND BANK,AKOLA,"GANAPATI PLAZA,SITUATED OPP.ASHOK VATIKA,COLLECTOR OFFICE ROAD,AKOLA 444 001,MAHARASHTRA",AKOLA,AKOLA,MAHARASHTRA
53497,INDB0000590,33,INDUSIND BANK,PATNA CITY,"PLOT NO.764 AND 765,MOHALLA KUCHA GANESH CHOWK,ASHOK RAJ PATH,PATNA CITY 800008",PATNA,PATNA,BIHAR
53498,INDB0000591,33,INDUSIND BANK,BHILAI,"BLOCK NO.33,DAKSHIN GANGOTRI,WARD NO 3,P.O.AND P.S.BHILAI DURG,DURG,CHHATISGARH 490023",BHILAINAGAR,DURG,CHANDIGARH
53499,INDB0000592,33,INDUSIND BANK,MALVIYA NAGAR JAIPUR,34 5 CLASS OF PEARL K NO 48 49 INCOME TAX COLONY MALVIYA NAGAR TONK ROAD JAIPUR 302 018,JAIPUR,JAIPUR,RAJASTHAN
53500,INDB0000593,33,INDUSIND BANK,BAPU NAGAR JAIPUR,SHOP NO 001 004 101 104 KRISHNA ENCLAVE PNOSB52 OPP SMS STADIUM BAPU NAGAR TONK RD JAIPUR302005 RAJ,JAIPUR,JAIPUR,RAJASTHAN
53501,INDB0000594,33,INDUSIND BANK,BANIPARK JAIPUR,GR FLR PASHUPATI AKSHAT HEIGHTS PLOT NO D 91 MADHO SINGH ROAD BANI PARK JAIPUR 302016 RAJASTHAN,BANIPARK JAIPUR,JAIPUR,RAJASTHAN
53502,INDB0000595,33,INDUSIND BANK,BHAGALPUR,GROUND FLOOR TRIVENI APARTMENTS DR RAJENDRA PRASAD ROAD MOHALLA KHALIFA BAGH BHAGALPUR 12002 BIHAR,BHAGALPUR,BHAGALPUR,BIHAR
53503,INDB0000596,33,INDUSIND BANK,CHANDIGARH SECTOR 27,GROUND FIRST AND SECOND FLOOR SCO 27 SECTOR 27 C CHANDIGARH 160019,CHANDIGARH,CHANDIGARH,CHANDIGARH
53504,INDB0000597,33,INDUSIND BANK,CHANDIGARH SECTOR 16 D,GROUND FIRST AND SECOND FLOOR SCO 20 SECTOR 16 D CHANDIGARH 160015,CHANDIGARH,CHANDIGARH,CHANDIGARH
53505,INDB0000598,33,INDUSIND BANK,VIDHYADHAR NAGAR JAIPUR,GR FLR SHOP NO 1 2 3 6 7 8 GOLDEN TIMES BILDG PLOT 10 CENTRAL SPINE VIDHYADHAR NGR JAIPUR 302023 RAJ,JAIPUR,JAIPUR,RAJASTHAN
53506,INDB0000599,33,INDUSIND BANK,CBD BELAPUR,UNIT NO 18 19 36 B WING SHREE NAND DHAM PLOT NO 59SEC 11 CBD BELAPUR NAVI MUMBAI 400614 MAHARAHTRA,NEW BOMBAY,THANE,MAHARASHTRA
53507,INDB0000600,33,INDUSIND BANK,MIRA ROAD,GR FLR OSTWAL HOUSE NEW SY NO 71 MIRA BHAYANDER RD MIRA RD THANE DIST 401106 MAHARASHTRA,THANE,THANE,MAHARASHTRA
53508,INDB0000601,33,INDUSIND BANK,PANCHKULA SECTOR 20,GROUND FLOOR SCO 396 SECTOR 20 PANCHKULA 134 116 HARYANA,PANCHKULA,PANCHKULA,HARYANA
53509,INDB0000602,33,INDUSIND BANK,PALMS SPRING PLAZA GURGAON,GRD FLRG015 AND 16 PALMS SPRINGS PLAZA GOLF COURSE ROAD SECTOR 54 GURGAON 122002 HARYANA,GURGAON,GURGAON,HARYANA
53510,INDB0000603,33,INDUSIND BANK,ZOO ROAD  GUWAHATI,"UPPER GROUND FLOOR AND 1ST FLOOR HOTEL PARNIL PALACE, ZOO ROAD TINIALI GUWAHATI 781024 ASSAM",GUWAHATI,KAMRUP,ASSAM
53511,INDB0000604,33,INDUSIND BANK,BIHTA,GRND FLOOR BIHTA GADH PAR BIHTA GRAM PANCHAYAT P O AND P S BIHTA DIST PATNA 801103 BIHAR,BIHTA,PATNA,BIHAR
53512,INDB0000605,33,INDUSIND BANK,ULHASNAGAR,GR FLR MAHARAJA HALL SHOP NO 2 KALYAN AMBERNATH RD ULHASNAGAR NO 3 THANE DIST 421003 MAHARASHTRA,ULHASNAGAR,THANE,MAHARASHTRA
53513,INDB0000606,33,INDUSIND BANK,VELACHERRY,GR FLR DEV APARTMENTS 28A 1 VENKATESHWARA NGR 100FT BYE PASS RD VELACHERY CHENNAI 600042 TAMILNADU,VELACHERRY,CHENNAI,TAMIL NADU
53514,INDB0000607,33,INDUSIND BANK,FRIENDS COLONY NEW DELHI,GROUND FLOOR BASEMENT NO 6 DDA MARKET NEW FRIENDS COLONY NEW DELHI 110065,DELHI,DELHI,DELHI
53515,INDB0000608,33,INDUSIND BANK,SECTOR 23 GURGAON,GROUND BASEMENT SCO 41 SECTOR 23 HUDA MARKET GURGAON 122017 HARYANA,GURGAON,GURGAON,HARYANA
53516,INDB0000609,33,INDUSIND BANK,JALMANA,GD FLR VILLAGE PO JALMANA KARNAL ASSANDH ROAD TEH ASSANDH DIST KARNAL 132039 HARYANA,KARNAL,KARNAL,HARYANA
53517,INDB0000610,33,INDUSIND BANK,ROR CHAPPAR,GR FLR KH NO 12 12 MAIN RD ROR CHAPPAR POST AURANGABAD JAGADHRI DIST YAMUNA NAGAR 135003 HARYANA,JAGADHRI,YAMUNANAGAR,HARYANA
53518,INDB0000611,33,INDUSIND BANK,NAGLA MEGHA,GROUND FLOOR KHEWAT 197 KHATONI 227 VILLAGE VPO NAGLA MEGHA TEHSIL DISTRICT KARNAL 132037 HARYANA,KARNAL,KARNAL,HARYANA
53519,INDB0000612,33,INDUSIND BANK,MAUJGARH,GROUND FLOOR KH 47 1 73 1 MAIN ROAD MAUJGARH POST RAJOULI DIST AMBALA 133201 HARYANA,BARARA,AMBALA,HARYANA
53520,INDB0000613,33,INDUSIND BANK,RESIDENCY ROAD JAMMU,GROUND 1ST FLOOR E807 NEW BLOCK K C PLAZA RESIDENCY ROAD JAMMU 180001 JAMMU KASHMIR,JAMMU,JAMMU,JAMMU AND KASHMIR
53521,INDB0000614,33,INDUSIND BANK,BAHADURPUR,SHOP NO 27 28 BAHADURPUR MAUJA BAHADURPUR PO KHIRZABAD CHHACHHRAULI YAMUNA NAGAR 135021 HARYANA,CHHACHHRAULI,YAMUNANAGAR,HARYANA
53522,INDB0000615,33,INDUSIND BANK,RAIPUR RANI,GRD FLR PLOT ON INTKAAL NO 3695 KHAUTAUNI NO 766 720 MAIN ROAD RAIPURRANI PANCHKULA HARYANA 134204,RAIPUR RANI,PANCHKULA,HARYANA
53523,INDB0000616,33,INDUSIND BANK,JAGDISHPURA,BUNGALOW NO 182 MAIN RD VILLAGE JAGDISHPURA PO KULTARAN TEH DIST KURUKSHETRA 136027 HARYANA,KAITHAL,KAITHAL,HARYANA
53524,INDB0000617,33,INDUSIND BANK,MANIMAJRA,GROUND FLOOR SCO NO 46 POCKET 1 MANIMAJRA CHANDIGARH 160101,MANI MAJRA,CHANDIGARH,CHANDIGARH
53525,INDB0000618,33,INDUSIND BANK,SECTOR 32 CHANDIGARH,SCO NO 62 GROUND FIRST SECOND FLOOR SEC 32 C CHANDIGARH 160031,CHANDIGARH,CHANDIGARH,CHANDIGARH
53526,INDB0000619,33,INDUSIND BANK,DLF PHASE 3 GURGAON,SHOP NO GF16 FF 16 JMD REGENT PLAZA DLF PHASE 3 M G ROAD GURGAON 122 001 HARYANA,GURGAON,GURGAON,HARYANA
53527,INDB0000620,33,INDUSIND BANK,ZIRAKPUR MOHALI,TULIP PLAZA VIP ROAD NEAR SAVITRI TOWER TEHSIL DERRABASSI SAS NAGAR ZIRAKPUR MOHALI 140603 PUNJAB,ZIRAKPUR,PATIALA,PUNJAB
53528,INDB0000621,33,INDUSIND BANK,SECTOR 54 PHASE 2 MOHALI,SCO 46 SECTOR 54 PHASE 2 SAS NAGAR MOHALI PUNJAB 160 054,MOHALI,RUPNAGAR,PUNJAB
53529,INDB0000622,33,INDUSIND BANK,ASHRAM ROAD,PLOT NO 122 AMBIKA NIWAS ASHRAM ROAD OPP BATA HOUSE AHMEDABAD 380009 GUJARAT,AHMADABAD,AHMADABAD,GUJARAT
53530,INDB0000623,33,INDUSIND BANK,ASRAWATBUJURAG,GR FLR ASRAWATBUJURAG NEMAWAL RD POST DHUDIA TEH DISTRICT INDORE MADHYA PRADESH 452 016,INDORE,INDORE,MADHYA PRADESH
53531,INDB0000624,33,INDUSIND BANK,SUTARKHEDI,GR FLR PLOT 10 SITA NAGAR COLONY GRAM SUTARKHEDI TEH MHOW DIST INDORE MADHYA PRADESH 453441,MHOW,INDORE,MADHYA PRADESH
53532,INDB0000626,33,INDUSIND BANK,ASRAVADKHURD,GR FLRPLOT 4 GRAM ASRAVADKHUD TEHSIL DIST INDORE 452020 MADHYA PRADESH,INDORE,INDORE,MADHYA PRADESH
53533,INDB0000627,33,INDUSIND BANK,UMRIKHEDA,GR FLR NEAR 28 K TOLL NAKA GRAM UMRIKHEDA TEHSIL DIST INDORE MADHYA PRADESH 452007,INDORE,INDORE,MADHYA PRADESH
53534,INDB0000628,33,INDUSIND BANK,BILAWALI,GR FLR PLOT 63 GANESH NAGAR GRAM BILAWALI TEHSIL DIST INDORE 452020 MADHYA PRADESH,INDORE,INDORE,MADHYA PRADESH
53535,INDB0000629,33,INDUSIND BANK,AHIRKHEDI,GR FLR494 K VIDHUR NAGAR GRAM AHIRKHEDI TEHSIL DIST INDORE 452009 MADHYA PRADESH,DEPALPUR,INDORE,MADHYA PRADESH
53536,INDB0000630,33,INDUSIND BANK,SANAWADIYA,GR FLR SURVEY 2 1 PAIKI GRAM SANAWADIYA TEHSIL DIST INDORE MADHYA PRADESH 452016,INDORE,INDORE,MADHYA PRADESH
53537,INDB0000631,33,INDUSIND BANK,BHAVANIPURA,GR FLR BLOCK NO 428 OPP PATELWADI AT POST BHAWANIPURA TA PETLAD DIST ANAND 388450 GUJARAT,PETLAD,ANAND,GUJARAT
53538,INDB0000632,33,INDUSIND BANK,HERANJ,GR FLR 198 MASJIDWALO KHANCHO HERANJ TEH MAHUDA DIST KHEDA GUJARAT 387330,MAHUDHA,KHEDA,GUJARAT
53539,INDB0000633,33,INDUSIND BANK,MANKWA,GD FLR 223 224 ADJACENT TO RAM MANDIR MANKWA TEH MEHMDABAD DIST KHEDA GUJARAT 387130,KHEDA,KHEDA,GUJARAT
53540,INDB0000634,33,INDUSIND BANK,KACHAI,GROUND FLOOR OPP IDEA TOWER KACHAI VILAGE TEH MEHAMSAD DISTRICT KHEDA GUJARAT 387130,KHEDA,KHEDA,GUJARAT
53541,INDB0000635,33,INDUSIND BANK,GHORA,GRD FLR OPP GRAM PANCHAYAT OFFICE GHORA TA UMRETH DIST ANAND GUJARAT 388220,UMRETH,ANAND,GUJARAT
53542,INDB0000636,33,INDUSIND BANK,SANTHAL,GR FLR SANTHAL VILLAGE OPP POLICE STATION TALUKA AND DIST MEHSANA 384430 GUJARAT,MAHESANA,MAHESANA,GUJARAT
53543,INDB0000637,33,INDUSIND BANK,KHANDOSAN,GR FLR NEAR DUDIYA KUWA VILLAGE KHANOSAN TALUKA VISHNAGAR DIST MEHSANA 384310 GUJARAT,MAHESANA,MAHESANA,GUJARAT
53544,INDB0000638,33,INDUSIND BANK,KHERDA,GR FLR VILLAGE KHERDA TALUK DIST ANAND GUJARAT 388365,ANAND,ANAND,GUJARAT
53545,INDB0000639,33,INDUSIND BANK,BECHARI,GR FLRNEAR PARABADI VILLAGE BECHARI TALUKA UMRETH DIST ANAND 388220 GUJARAT,UMRETH,ANAND,GUJARAT
53546,INDB0000640,33,INDUSIND BANK,DHEDHAL,GROUND FLOOR KRISH ESTATE SHOP NO 10 DHEDAL TALUKA BAVLA DIST AHMEDABAD 382220 GUJARAT,DHEDHAL BAVLA,AHMADABAD,GUJARAT
53547,INDB0000641,33,INDUSIND BANK,VADU,GROUND FLOOR PLOT NO 1 AT VADU TALUKA VISANAGAR DISTRICT MEHSANA GUJARAT 384315,VADU,MAHESANA,GUJARAT
53548,INDB0000642,33,INDUSIND BANK,VANAGALA,OPP GANESH CATTAL FEED VILLAGE VANAGALA TALUKA UNJHA DIST MEHSANA GUJRAT 384170,UNJHA,MAHESANA,GUJARAT
53549,INDB0000643,33,INDUSIND BANK,MEVAD,GROUND FLOOR NARAYAN PLAZA SHOP NO 23 AT MEVAD TALUKA DIST MEHSANA 382710 GUJARAT,MAHESANA,MAHESANA,GUJARAT
53550,INDB0000644,33,INDUSIND BANK,SONALI,GR FLR VILLAGE SONALI TALUKA KAGAL ZILLA KOLHAPUR MAHARASHTRA 416219,KAGAL,KOLHAPUR,MAHARASHTRA
